age,country,streaming_platform,top_genre,minutes_streamed_per_day,number_of_songs_liked,most_played_artist,subscription_type,listening_time,discover_engagement,repeat_rate,age_group,region
22,brazil,deezer,metal,201,396,drake,premium,afternoon,11.16,7.31,18-25,south_america
16,usa,deezer,edm,514,49,the weeknd,free,night,45.29,23.98,<18,north_america
28,brazil,deezer,pop,83,435,billie eilish,free,morning,11.33,17.8,26-35,south_america
49,south korea,spotify,classical,504,445,the weeknd,free,night,13.34,23.56,36-50,asia
23,india,apple music,jazz,242,62,ed sheeran,free,night,51.08,62.99,18-25,asia
36,japan,spotify,r&b,525,277,bad bunny,premium,morning,66.09,77.34,36-50,asia
49,australia,tidal,edm,292,53,ed sheeran,free,afternoon,26.81,23.79,36-50,oceania
35,usa,tidal,edm,157,3,taylor swift,free,morning,20.91,29.16,26-35,north_america
43,france,spotify,edm,160,111,post malone,premium,morning,29.78,13.32,36-50,europe
41,south korea,deezer,metal,207,356,billie eilish,premium,morning,45.22,67.56,36-50,asia
36,japan,youtube,country,47,190,drake,premium,afternoon,67.72,47.01,36-50,asia
24,france,apple music,edm,565,389,bad bunny,free,afternoon,37.23,69.9,18-25,europe
19,south korea,deezer,metal,484,204,post malone,premium,afternoon,52.15,54.08,18-25,asia
59,usa,spotify,reggae,394,231,dua lipa,free,night,47.38,5.44,50+,north_america
60,uk,amazon music,r&b,405,322,taylor swift,premium,night,15.33,40.76,50+,europe
35,india,deezer,rock,287,461,bad bunny,free,night,54.28,65.77,26-35,asia
34,usa,tidal,r&b,14,50,drake,free,night,56.89,62.56,26-35,north_america
20,brazil,deezer,classical,541,106,adele,free,night,80.81,25.16,18-25,south_america
21,canada,deezer,pop,258,388,ed sheeran,free,morning,85.4,45.2,18-25,north_america
58,canada,apple music,pop,234,456,ed sheeran,premium,night,81.88,75.71,50+,north_america
46,germany,spotify,country,365,123,drake,free,afternoon,44.14,74.97,36-50,europe
43,uk,apple music,reggae,98,213,adele,free,night,29.05,75.8,36-50,europe
22,uk,amazon music,rock,47,322,adele,free,afternoon,47.52,25.16,18-25,europe
28,uk,deezer,reggae,396,378,bad bunny,free,night,31.79,43.93,26-35,europe
20,australia,tidal,reggae,109,132,bts,free,night,50.08,44.99,18-25,oceania
23,australia,deezer,reggae,356,253,dua lipa,premium,night,30.83,29.29,18-25,oceania
42,brazil,spotify,pop,352,424,the weeknd,premium,night,82.34,59.84,36-50,south_america
21,india,amazon music,edm,218,27,bad bunny,premium,morning,88.09,31.22,18-25,asia
26,uk,apple music,country,300,236,ed sheeran,free,morning,87.81,70.8,26-35,europe
44,uk,deezer,r&b,468,274,billie eilish,free,afternoon,74.36,69.2,36-50,europe
15,japan,deezer,edm,52,490,the weeknd,free,morning,31.72,26.57,<18,asia
47,uk,amazon music,rock,352,79,adele,premium,morning,87.44,39.59,36-50,europe
60,germany,amazon music,jazz,392,36,dua lipa,premium,night,39.16,22.29,50+,europe
52,germany,tidal,pop,159,415,billie eilish,premium,afternoon,13.28,44.58,50+,europe
42,india,apple music,hip-hop,299,245,taylor swift,premium,afternoon,44.42,72.68,36-50,asia
16,usa,deezer,metal,256,416,bts,premium,night,76.07,54.23,<18,north_america
35,uk,youtube,hip-hop,212,307,taylor swift,free,night,77.31,56.83,26-35,europe
57,france,amazon music,hip-hop,181,233,dua lipa,free,morning,36.2,54.43,50+,europe
25,south korea,deezer,classical,315,114,adele,premium,morning,57.64,49.65,18-25,asia
13,india,youtube,hip-hop,421,493,the weeknd,premium,night,49.28,52.94,<18,asia
17,brazil,deezer,reggae,260,463,drake,premium,night,85.54,59.2,<18,south_america
49,india,tidal,reggae,189,351,post malone,free,night,14.23,9.37,36-50,asia
32,india,deezer,country,257,482,billie eilish,free,night,68.24,13.73,26-35,asia
44,brazil,youtube,pop,39,320,billie eilish,premium,afternoon,51.4,23.04,36-50,south_america
49,germany,tidal,edm,465,125,taylor swift,premium,afternoon,73.45,44.35,36-50,europe
56,uk,youtube,classical,460,267,drake,premium,afternoon,67.84,57.9,50+,europe
22,japan,youtube,reggae,356,92,taylor swift,free,afternoon,84.15,26.1,18-25,asia
47,france,spotify,metal,468,141,ed sheeran,premium,night,57.68,9.8,36-50,europe
49,uk,apple music,jazz,262,5,post malone,premium,afternoon,70.13,53.96,36-50,europe
19,canada,tidal,edm,563,452,dua lipa,premium,afternoon,60.65,39.26,18-25,north_america
41,uk,spotify,reggae,260,107,drake,premium,morning,49.82,34.05,36-50,europe
56,france,amazon music,rock,263,472,ed sheeran,free,morning,61.54,28.58,50+,europe
28,germany,deezer,classical,484,85,dua lipa,premium,morning,10.02,27.05,26-35,europe
56,brazil,deezer,r&b,60,129,bad bunny,free,morning,19.53,49.34,50+,south_america
30,japan,tidal,country,504,249,ed sheeran,premium,afternoon,41.37,32.86,26-35,asia
29,south korea,spotify,classical,169,293,dua lipa,premium,night,37.82,23.16,26-35,asia
58,japan,youtube,hip-hop,62,20,bts,premium,afternoon,54.95,50.76,50+,asia
49,france,youtube,metal,375,300,bts,free,morning,55.75,11.62,36-50,europe
23,japan,tidal,country,174,56,the weeknd,premium,night,24.41,25.59,18-25,asia
45,japan,apple music,metal,168,243,the weeknd,premium,morning,57.48,38.83,36-50,asia
37,germany,apple music,metal,29,153,dua lipa,free,night,30.09,75.41,36-50,europe
38,australia,apple music,hip-hop,531,431,billie eilish,free,night,78.78,13.44,36-50,oceania
43,usa,spotify,country,259,99,bts,free,morning,18.36,71.03,36-50,north_america
54,uk,deezer,classical,31,320,adele,premium,afternoon,75.67,72.64,50+,europe
51,india,apple music,rock,389,345,post malone,premium,morning,48.33,5.0,50+,asia
28,uk,youtube,pop,530,168,dua lipa,free,night,33.08,32.14,26-35,europe
19,uk,spotify,r&b,557,184,dua lipa,free,night,61.22,55.19,18-25,europe
34,south korea,youtube,country,581,41,the weeknd,free,morning,13.25,71.58,26-35,asia
51,germany,tidal,jazz,282,143,ed sheeran,premium,night,33.82,38.87,50+,europe
53,canada,amazon music,rock,533,78,bad bunny,free,night,86.21,62.42,50+,north_america
25,usa,tidal,reggae,271,183,bts,free,morning,21.03,60.35,18-25,north_america
38,brazil,youtube,rock,208,468,ed sheeran,free,night,87.53,8.39,36-50,south_america
26,south korea,apple music,country,490,153,post malone,premium,morning,56.4,36.89,26-35,asia
59,south korea,amazon music,metal,463,208,billie eilish,free,morning,79.8,74.53,50+,asia
27,germany,tidal,hip-hop,164,267,post malone,premium,morning,41.29,15.28,26-35,europe
55,india,amazon music,metal,126,238,adele,premium,afternoon,48.99,69.56,50+,asia
40,germany,spotify,hip-hop,573,133,bad bunny,premium,afternoon,57.61,59.97,36-50,europe
50,france,spotify,jazz,391,399,the weeknd,premium,morning,80.18,27.28,36-50,europe
22,canada,deezer,jazz,219,471,dua lipa,premium,morning,18.86,67.23,18-25,north_america
51,brazil,apple music,hip-hop,184,298,taylor swift,premium,afternoon,11.93,31.32,50+,south_america
42,brazil,tidal,rock,319,304,bad bunny,free,night,43.5,52.72,36-50,south_america
55,south korea,amazon music,r&b,221,193,ed sheeran,free,afternoon,36.87,14.2,50+,asia
34,japan,apple music,hip-hop,545,104,the weeknd,premium,night,22.28,59.63,26-35,asia
20,canada,spotify,jazz,313,402,bad bunny,premium,night,52.42,71.88,18-25,north_america
48,uk,deezer,reggae,460,243,taylor swift,premium,night,50.42,10.74,36-50,europe
27,usa,spotify,jazz,452,281,adele,premium,afternoon,33.96,32.59,26-35,north_america
23,canada,youtube,r&b,295,369,dua lipa,premium,morning,77.39,49.19,18-25,north_america
34,australia,youtube,edm,56,327,taylor swift,free,afternoon,42.6,48.32,26-35,oceania
27,india,deezer,hip-hop,55,138,post malone,free,afternoon,10.87,20.44,26-35,asia
45,france,spotify,edm,534,63,bad bunny,free,afternoon,30.66,43.88,36-50,europe
52,south korea,youtube,reggae,108,110,ed sheeran,premium,afternoon,15.03,41.93,50+,asia
15,uk,amazon music,edm,551,405,bts,free,morning,13.43,32.35,<18,europe
46,usa,deezer,edm,444,18,the weeknd,free,night,64.37,79.04,36-50,north_america
59,japan,spotify,jazz,44,329,dua lipa,free,afternoon,36.99,48.88,50+,asia
43,brazil,spotify,country,334,93,drake,premium,night,14.16,32.85,36-50,south_america
15,australia,youtube,reggae,419,31,bts,free,morning,71.32,28.63,<18,oceania
22,australia,youtube,edm,369,352,taylor swift,free,night,50.0,42.23,18-25,oceania
45,australia,deezer,rock,525,72,adele,premium,night,40.35,74.5,36-50,oceania
59,india,deezer,edm,468,98,ed sheeran,free,afternoon,49.87,79.18,50+,asia
52,brazil,spotify,country,495,88,dua lipa,free,afternoon,17.13,69.66,50+,south_america
16,south korea,amazon music,classical,433,433,billie eilish,premium,morning,31.83,25.43,<18,asia
29,germany,deezer,pop,437,168,billie eilish,free,afternoon,79.41,48.48,26-35,europe
36,usa,spotify,hip-hop,237,226,bad bunny,free,morning,57.27,18.93,36-50,north_america
34,usa,youtube,jazz,22,158,ed sheeran,free,night,26.46,55.69,26-35,north_america
42,germany,apple music,reggae,319,178,billie eilish,free,night,40.95,25.71,36-50,europe
36,india,deezer,pop,384,248,bad bunny,premium,morning,27.33,56.49,36-50,asia
54,canada,youtube,reggae,245,410,billie eilish,premium,afternoon,69.36,62.15,50+,north_america
31,australia,spotify,pop,422,314,dua lipa,premium,afternoon,30.66,36.32,26-35,oceania
57,canada,youtube,classical,223,14,the weeknd,free,night,88.91,51.56,50+,north_america
14,japan,apple music,r&b,67,493,billie eilish,free,night,25.61,75.67,<18,asia
28,australia,youtube,pop,270,107,post malone,premium,night,14.88,50.68,26-35,oceania
35,germany,youtube,r&b,210,55,dua lipa,premium,night,81.9,18.14,26-35,europe
34,japan,spotify,edm,269,114,taylor swift,free,afternoon,72.95,37.76,26-35,asia
30,canada,youtube,hip-hop,127,495,ed sheeran,free,morning,13.09,47.22,26-35,north_america
21,france,amazon music,r&b,385,479,billie eilish,free,night,39.68,15.8,18-25,europe
51,canada,apple music,r&b,143,39,post malone,premium,morning,52.88,32.53,50+,north_america
29,uk,apple music,jazz,311,367,post malone,free,afternoon,53.93,66.07,26-35,europe
51,japan,deezer,metal,93,65,drake,free,morning,38.22,33.47,50+,asia
57,germany,amazon music,edm,477,111,ed sheeran,free,morning,29.08,39.12,50+,europe
19,uk,deezer,r&b,415,175,the weeknd,free,afternoon,53.9,58.97,18-25,europe
38,france,spotify,metal,333,10,drake,free,afternoon,84.45,22.86,36-50,europe
46,usa,deezer,jazz,456,25,bts,premium,afternoon,88.59,37.24,36-50,north_america
55,usa,amazon music,rock,532,431,billie eilish,premium,night,61.21,67.73,50+,north_america
33,australia,apple music,rock,69,87,bad bunny,free,morning,75.41,30.94,26-35,oceania
57,uk,spotify,edm,188,2,bts,free,night,16.92,46.99,50+,europe
31,usa,youtube,country,99,75,bad bunny,premium,afternoon,71.4,79.06,26-35,north_america
47,australia,youtube,hip-hop,441,354,ed sheeran,premium,night,46.61,62.25,36-50,oceania
40,france,apple music,rock,437,331,taylor swift,free,afternoon,68.59,72.18,36-50,europe
34,india,tidal,rock,447,160,ed sheeran,premium,night,68.89,30.63,26-35,asia
49,india,amazon music,reggae,518,7,billie eilish,premium,afternoon,43.73,34.06,36-50,asia
27,south korea,tidal,hip-hop,391,429,taylor swift,premium,morning,88.61,52.23,26-35,asia
58,canada,tidal,reggae,219,170,bad bunny,free,morning,44.24,37.49,50+,north_america
23,usa,deezer,reggae,410,363,billie eilish,premium,morning,23.44,65.65,18-25,north_america
51,india,amazon music,rock,441,80,bts,free,morning,56.12,46.19,50+,asia
22,japan,youtube,metal,323,307,billie eilish,premium,morning,13.05,53.65,18-25,asia
27,south korea,spotify,country,202,127,ed sheeran,free,morning,71.78,58.01,26-35,asia
18,canada,amazon music,metal,541,255,billie eilish,premium,night,81.37,67.79,<18,north_america
29,japan,spotify,jazz,187,418,bad bunny,free,morning,65.92,7.29,26-35,asia
31,germany,apple music,hip-hop,572,124,the weeknd,premium,night,29.98,31.58,26-35,europe
38,japan,amazon music,r&b,44,286,bts,free,morning,89.1,16.02,36-50,asia
28,japan,spotify,jazz,184,236,post malone,premium,night,75.15,28.54,26-35,asia
29,canada,apple music,r&b,429,477,taylor swift,free,night,68.79,25.77,26-35,north_america
27,india,youtube,metal,318,267,billie eilish,free,afternoon,81.07,53.51,26-35,asia
51,australia,tidal,hip-hop,52,99,the weeknd,premium,afternoon,23.32,52.92,50+,oceania
60,uk,deezer,edm,334,429,drake,premium,morning,58.22,69.86,50+,europe
26,australia,tidal,rock,402,240,taylor swift,free,morning,79.37,12.58,26-35,oceania
35,uk,youtube,hip-hop,50,143,ed sheeran,premium,morning,23.56,25.88,26-35,europe
26,australia,deezer,edm,441,55,billie eilish,free,afternoon,47.37,47.49,26-35,oceania
60,uk,deezer,reggae,112,222,taylor swift,free,afternoon,43.07,22.33,50+,europe
44,germany,amazon music,jazz,129,128,bts,free,night,20.54,18.07,36-50,europe
54,germany,amazon music,metal,383,140,ed sheeran,free,afternoon,57.97,19.86,50+,europe
51,australia,apple music,metal,18,216,adele,free,afternoon,75.58,38.97,50+,oceania
41,germany,apple music,country,126,456,drake,free,morning,50.31,65.99,36-50,europe
47,canada,amazon music,edm,160,93,taylor swift,free,morning,38.08,44.61,36-50,north_america
50,canada,spotify,metal,531,124,taylor swift,premium,afternoon,77.31,21.05,36-50,north_america
47,india,spotify,metal,58,246,dua lipa,free,night,58.37,68.22,36-50,asia
54,india,tidal,hip-hop,438,461,drake,free,night,79.03,7.38,50+,asia
56,france,apple music,hip-hop,338,497,post malone,premium,night,82.79,9.62,50+,europe
40,germany,spotify,reggae,312,195,post malone,free,afternoon,31.29,29.85,36-50,europe
22,india,deezer,jazz,99,424,post malone,free,morning,55.27,68.62,18-25,asia
58,india,youtube,hip-hop,360,154,ed sheeran,premium,morning,46.14,44.09,50+,asia
38,south korea,tidal,edm,279,304,billie eilish,free,morning,88.29,12.67,36-50,asia
30,uk,spotify,country,564,217,taylor swift,free,morning,86.18,58.16,26-35,europe
59,australia,apple music,jazz,24,479,drake,premium,night,42.58,12.62,50+,oceania
15,france,tidal,metal,595,375,taylor swift,premium,afternoon,60.18,58.88,<18,europe
23,germany,amazon music,hip-hop,600,101,the weeknd,free,afternoon,30.84,72.32,18-25,europe
52,india,amazon music,pop,393,157,ed sheeran,free,night,19.02,12.1,50+,asia
56,india,youtube,classical,388,38,the weeknd,premium,night,28.69,18.54,50+,asia
39,australia,youtube,reggae,152,39,post malone,premium,afternoon,75.68,74.84,36-50,oceania
35,india,tidal,rock,234,50,adele,premium,morning,54.39,68.75,26-35,asia
21,brazil,spotify,classical,41,462,taylor swift,free,morning,38.1,77.82,18-25,south_america
35,germany,amazon music,jazz,33,328,taylor swift,premium,morning,86.6,56.48,26-35,europe
57,usa,youtube,reggae,171,165,post malone,premium,morning,28.8,9.56,50+,north_america
26,uk,amazon music,pop,494,212,bad bunny,premium,afternoon,43.82,75.57,26-35,europe
55,uk,amazon music,r&b,578,469,adele,free,afternoon,76.48,76.38,50+,europe
49,france,youtube,edm,36,79,ed sheeran,free,morning,13.31,27.52,36-50,europe
39,usa,amazon music,r&b,516,142,drake,free,morning,51.14,37.11,36-50,north_america
57,brazil,apple music,classical,35,132,drake,free,afternoon,49.34,69.19,50+,south_america
36,canada,deezer,jazz,504,6,the weeknd,premium,night,86.98,46.34,36-50,north_america
60,germany,youtube,jazz,357,479,adele,premium,morning,57.61,46.8,50+,europe
51,uk,apple music,r&b,496,136,the weeknd,premium,morning,57.83,41.28,50+,europe
39,france,youtube,hip-hop,178,88,bad bunny,free,morning,56.45,6.81,36-50,europe
26,usa,youtube,pop,196,24,billie eilish,premium,afternoon,69.26,74.61,26-35,north_america
55,canada,spotify,edm,590,32,the weeknd,free,morning,89.86,15.32,50+,north_america
19,south korea,apple music,edm,111,286,bts,free,night,17.84,17.67,18-25,asia
58,brazil,apple music,edm,333,314,taylor swift,free,morning,50.69,11.42,50+,south_america
33,germany,apple music,edm,427,424,taylor swift,free,afternoon,81.76,5.46,26-35,europe
47,usa,tidal,jazz,243,404,bts,free,afternoon,32.19,43.22,36-50,north_america
42,australia,spotify,r&b,579,399,billie eilish,free,morning,47.75,19.38,36-50,oceania
20,australia,spotify,reggae,190,69,bad bunny,premium,morning,85.43,73.73,18-25,oceania
52,australia,spotify,country,262,119,ed sheeran,free,morning,49.19,74.01,50+,oceania
16,australia,deezer,r&b,527,263,dua lipa,premium,afternoon,44.07,15.78,<18,oceania
50,japan,deezer,reggae,45,128,adele,premium,night,19.21,72.33,36-50,asia
21,india,deezer,edm,153,170,bad bunny,premium,afternoon,28.5,42.78,18-25,asia
16,brazil,amazon music,classical,328,444,bts,free,night,17.45,33.03,<18,south_america
47,france,spotify,edm,467,270,adele,premium,morning,62.18,29.03,36-50,europe
18,germany,tidal,edm,350,430,billie eilish,free,morning,22.4,26.92,<18,europe
17,japan,tidal,edm,115,56,post malone,premium,morning,31.73,69.45,<18,asia
50,uk,spotify,jazz,96,369,post malone,free,night,54.97,39.33,36-50,europe
54,australia,spotify,edm,385,388,billie eilish,free,night,17.4,56.1,50+,oceania
49,australia,apple music,rock,532,70,adele,premium,afternoon,34.88,41.59,36-50,oceania
29,canada,tidal,reggae,295,206,post malone,free,night,64.1,75.5,26-35,north_america
22,australia,deezer,hip-hop,477,183,ed sheeran,free,afternoon,47.47,52.97,18-25,oceania
16,australia,amazon music,hip-hop,11,193,adele,free,morning,43.45,67.06,<18,oceania
33,uk,deezer,r&b,324,88,adele,premium,afternoon,89.46,72.93,26-35,europe
17,canada,tidal,edm,89,160,bts,premium,afternoon,27.05,63.59,<18,north_america
35,japan,spotify,edm,93,358,post malone,free,morning,71.09,16.81,26-35,asia
18,uk,spotify,pop,363,202,billie eilish,premium,morning,45.97,72.43,<18,europe
54,india,apple music,r&b,78,139,billie eilish,free,night,16.98,76.25,50+,asia
15,france,deezer,reggae,587,228,adele,premium,morning,65.44,43.03,<18,europe
16,france,tidal,reggae,137,182,dua lipa,premium,night,38.21,62.04,<18,europe
58,france,youtube,reggae,121,476,dua lipa,free,morning,53.16,6.63,50+,europe
52,south korea,youtube,country,86,9,post malone,free,afternoon,41.64,66.4,50+,asia
22,india,spotify,metal,234,236,taylor swift,free,night,16.79,63.46,18-25,asia
